SaleID,CustomerID,ProductID,SaleDate,Quantity,TotalAmount,DiscountApplied,OrderStatus,SalesRepID
844,844,844,2023-06-06,3,182.63,8.03,Cancelled,1001.0
845,845,845,2023-06-04,2,256.35,12.95,Delivered,1005.0
846,846,846,2023-06-18,4,236.85,12.52,Cancelled,1001.0
847,847,847,2023-06-05,3,297.58,8.04,Delivered,1003.0
848,848,848,2023-06-08,3,486.26,15.62,Shipped,1004.0
849,849,849,2023-06-18,2,319.17,10.82,Cancelled,1002.0
850,850,850,2023-06-02,1,397.35,19.48,Delivered,1001.0
851,851,851,2023-06-04,4,166.63,3.45,Cancelled,1001.0
852,852,852,2023-06-13,2,266.58,3.23,Delivered,1005.0
853,853,853,2023-06-08,1,206.17,1.42,Delivered,1001.0
854,854,854,2023-06-03,4,361.61,16.03,Shipped,1004.0
855,855,855,2023-06-08,1,497.39,17.55,Processing,1004.0
856,856,856,2023-06-09,4,430.6,1.32,Delivered,1005.0
857,857,857,2023-06-08,1,449.92,2.14,Cancelled,1001.0
858,858,858,2023-06-17,4,188.08,7.2,Processing,1005.0
859,859,859,2023-06-15,3,280.86,7.56,Delivered,1002.0
860,860,860,2023-06-11,2,238.71,9.14,Shipped,1001.0
861,861,861,2023-06-19,5,302.79,18.12,Delivered,1004.0
862,862,862,2023-06-17,1,454.85,18.67,Delivered,1001.0
863,863,863,2023-06-17,4,217.91,16.3,Shipped,1002.0
864,864,864,2023-06-08,4,330.29,14.65,Delivered,1003.0
865,865,865,2023-06-11,1,498.26,9.24,Shipped,1001.0
866,866,866,2023-06-04,5,438.42,10.81,Processing,1003.0
867,867,867,2023-06-13,1,270.28,1.45,Cancelled,1004.0
868,868,868,2023-06-11,2,264.57,6.19,Delivered,1001.0
869,869,869,2023-06-01,5,321.74,16.28,Shipped,1003.0
870,870,870,2023-06-08,4,233.39,3.41,Processing,1002.0
871,871,871,2023-06-19,2,406.95,9.03,Cancelled,1001.0
872,872,872,2023-06-10,2,245.04,2.22,Cancelled,1005.0
873,873,873,2023-06-03,1,276.83,14.07,Shipped,1003.0
874,874,874,2023-06-01,3,445.86,17.41,Processing,1001.0
875,875,875,2023-06-19,3,427.88,1.1,Processing,1005.0
876,876,876,2023-06-13,3,438.79,7.63,Delivered,1005.0
877,877,877,2023-06-12,3,275.33,17.47,Delivered,1001.0
878,878,878,2023-06-09,3,444.32,18.3,Cancelled,1003.0
879,879,879,2023-06-01,4,255.95,16.01,Processing,1005.0
880,880,880,2023-06-01,1,413.78,6.15,Delivered,1001.0
881,881,881,2023-06-18,3,263.44,10.69,Processing,1001.0
882,882,882,2023-06-11,1,265.34,0.93,Delivered,1003.0
883,883,883,2023-06-16,1,359.06,18.44,Cancelled,1004.0
884,884,884,2023-06-14,4,468.29,0.91,Delivered,1004.0
885,885,885,2023-06-06,5,364.23,10.49,Delivered,1004.0
886,886,886,2023-06-10,1,405.59,9.5,Cancelled,1002.0
887,887,887,2023-06-10,2,298.57,14.76,Shipped,1001.0
888,888,888,2023-06-02,4,363.55,12.56,Shipped,1005.0
889,889,889,2023-06-17,5,258.62,10.77,Processing,1004.0
890,890,890,2023-06-02,3,325.76,17.6,Cancelled,1004.0
891,891,891,2023-06-01,2,317.96,2.75,Processing,1003.0
892,892,892,2023-06-12,4,204.87,19.17,Cancelled,1004.0
893,893,893,2023-06-05,1,213.75,17.95,Delivered,1001.0
894,894,894,2023-06-09,2,412.62,11.94,Delivered,1002.0
895,895,895,2023-06-08,5,189.19,17.97,Cancelled,1004.0
896,896,896,2023-06-12,1,341.77,11.39,Delivered,1001.0
897,897,897,2023-06-06,5,350.02,18.9,Processing,1001.0
898,898,898,2023-06-18,1,388.8,12.53,Delivered,1001.0
899,899,899,2023-06-15,5,226.07,0.76,Processing,1005.0
900,900,900,2023-06-07,2,190.91,17.75,Delivered,1005.0
901,901,901,2023-06-02,4,334.66,12.03,Shipped,1003.0
902,902,902,2023-06-14,3,327.16,18.06,Processing,1005.0
903,903,903,2023-06-09,5,449.84,16.68,Delivered,1001.0
904,904,904,2023-06-09,3,193.16,0.59,Shipped,1002.0
905,905,905,2023-06-01,3,356.45,5.44,Processing,1004.0
906,906,906,2023-06-15,1,193.31,12.39,Shipped,1003.0
907,907,907,2023-06-08,3,402.75,11.97,Delivered,1005.0
908,908,908,2023-06-17,4,389.92,5.9,Delivered,1005.0
909,909,909,2023-06-01,4,177.99,17.49,Processing,1003.0
910,910,910,2023-06-05,2,212.24,5.64,Delivered,1003.0
911,911,911,2023-06-01,3,440.2,14.75,Processing,1002.0
912,912,912,2023-06-10,5,449.16,17.64,Cancelled,1002.0
913,913,913,2023-06-17,3,172.6,18.04,Delivered,1002.0
914,914,914,2023-06-18,5,439.29,10.32,Processing,1001.0
915,915,915,2023-06-18,4,223.75,8.36,Processing,1004.0
916,916,916,2023-06-07,4,277.9,2.67,Delivered,1005.0
917,917,917,2023-06-05,2,272.91,6.47,Delivered,1001.0
918,918,918,2023-06-16,4,435.19,8.65,Delivered,1003.0
919,919,919,2023-06-04,2,339.38,4.27,Delivered,1001.0
920,920,920,2023-06-05,1,247.54,12.96,Delivered,1001.0
921,921,921,2023-06-17,3,323.29,1.55,Processing,1005.0
922,922,922,2023-06-10,3,239.16,11.08,Cancelled,1003.0
923,923,923,2023-06-04,1,330.12,1.7,Delivered,1001.0
924,924,924,2023-06-12,3,267.13,2.43,Shipped,1002.0
925,925,925,2023-06-06,3,155.66,19.66,Shipped,1003.0
926,926,926,2023-06-04,2,438.63,7.59,Shipped,1005.0
927,927,927,2023-06-05,4,174.24,10.63,Processing,1003.0
928,928,928,2023-06-08,3,188.65,9.68,Delivered,1001.0
929,929,929,2023-06-16,3,363.87,11.81,Processing,1003.0
930,930,930,2023-06-05,2,282.33,9.92,Shipped,1004.0
931,931,931,2023-06-05,5,351.31,15.79,Shipped,1003.0
932,932,932,2023-06-05,3,491.72,11.01,Processing,1005.0
933,933,933,2023-06-14,4,319.65,7.51,Shipped,1004.0
934,934,934,2023-06-12,5,462.83,7.07,Processing,1002.0
935,935,935,2023-06-14,3,163.46,15.36,Processing,1001.0
936,936,936,2023-06-02,3,465.3,14.74,Cancelled,1001.0
937,937,937,2023-06-06,2,275.91,4.35,Cancelled,1001.0
938,938,938,2023-06-01,1,492.36,1.4,Delivered,1004.0
939,939,939,2023-06-02,4,338.51,11.12,Cancelled,1003.0
940,940,940,2023-06-14,2,490.21,5.64,Cancelled,1004.0
941,941,941,2023-06-18,3,288.34,15.72,Processing,1005.0
942,942,942,2023-06-01,1,293.12,5.55,Processing,1003.0
943,943,943,2023-06-14,2,377.23,14.0,Delivered,1004.0
944,944,944,2023-06-04,4,261.48,7.48,Processing,1003.0
945,945,945,2023-06-06,4,493.99,2.24,Shipped,1002.0
946,946,946,2023-06-13,4,461.66,10.7,Shipped,1003.0
947,947,947,2023-06-03,3,459.77,6.39,Delivered,1002.0
948,948,948,2023-06-07,4,262.44,11.95,Cancelled,1002.0
949,949,949,2023-06-07,4,453.32,17.49,Delivered,1002.0
950,950,950,2023-06-17,3,272.86,0.3,Delivered,1002.0
951,951,951,2023-06-06,5,296.26,12.74,Shipped,1005.0
952,952,952,2023-06-04,5,341.45,18.45,Processing,1005.0
953,953,953,2023-06-15,4,394.76,15.03,Shipped,1005.0
954,954,954,2023-06-06,3,254.05,1.13,Shipped,1002.0
955,955,955,2023-06-10,2,293.26,11.56,Shipped,1005.0
956,956,956,2023-06-04,4,298.91,4.71,Processing,1001.0
957,957,957,2023-06-04,1,425.52,10.19,Delivered,1001.0
958,958,958,2023-06-02,2,438.4,8.61,Delivered,1003.0
959,959,959,2023-06-01,1,276.36,1.13,Processing,1004.0
960,960,960,2023-06-18,2,204.54,12.61,Cancelled,1004.0
961,961,961,2023-06-15,1,395.8,3.08,Shipped,1001.0
962,962,962,2023-06-06,3,269.93,17.47,Processing,1005.0
963,963,963,2023-06-16,1,368.81,19.05,Shipped,1005.0
964,964,964,2023-06-06,5,454.25,1.88,Delivered,1001.0
965,965,965,2023-06-11,1,492.2,5.42,Processing,1002.0
966,966,966,2023-06-15,5,409.03,16.34,Cancelled,1003.0
967,967,967,2023-06-19,1,398.68,11.31,Cancelled,1004.0
968,968,968,2023-06-10,3,248.56,3.01,Cancelled,1001.0
969,969,969,2023-06-01,3,256.24,17.21,Shipped,1004.0
970,970,970,2023-06-18,4,448.21,14.65,Delivered,1005.0
971,971,971,2023-06-19,4,216.39,11.26,Processing,1003.0
972,972,972,2023-06-17,1,275.38,4.4,Processing,1005.0
973,973,973,2023-06-19,1,307.56,5.17,Delivered,1001.0
974,974,974,2023-06-13,4,319.96,0.92,Delivered,1004.0
975,975,975,2023-06-04,2,368.8,8.51,Shipped,1003.0
976,976,976,2023-06-09,3,412.81,13.21,Delivered,1004.0
977,977,977,2023-06-18,2,365.2,10.24,Processing,1003.0
978,978,978,2023-06-01,5,177.81,13.3,Shipped,1002.0
979,979,979,2023-06-18,5,175.01,14.65,Delivered,1003.0
980,980,980,2023-06-17,2,424.46,2.4,Processing,1001.0
981,981,981,2023-06-01,4,338.46,0.22,Delivered,1003.0
982,982,982,2023-06-15,3,363.93,11.24,Delivered,1004.0
983,983,983,2023-06-09,3,258.52,12.14,Delivered,1001.0
984,984,984,2023-06-15,1,403.7,1.27,Delivered,1003.0
985,985,985,2023-06-01,1,377.69,8.54,Cancelled,1005.0
986,986,986,2023-06-08,3,288.73,19.9,Delivered,1005.0
987,987,987,2023-06-19,4,234.96,3.75,Delivered,1005.0
988,988,988,2023-06-15,5,398.59,18.57,Delivered,1005.0
989,989,989,2023-06-15,3,292.18,5.69,Shipped,1002.0
990,990,990,2023-06-01,5,156.78,2.87,Cancelled,1001.0
991,991,991,2023-06-09,5,245.56,1.75,Cancelled,1003.0
992,992,992,2023-06-16,3,152.36,13.05,Processing,1005.0
993,993,993,2023-06-19,4,462.49,18.0,Shipped,1003.0
994,994,994,2023-06-10,2,494.61,12.27,Processing,1001.0
995,995,995,2023-06-07,3,362.46,12.95,Processing,1004.0
996,996,996,2023-06-11,4,368.45,11.64,Shipped,1003.0
997,997,997,2023-06-01,5,264.7,16.28,Shipped,1005.0
998,998,998,2023-06-14,5,332.89,6.15,Shipped,1004.0
999,999,999,2023-06-15,3,324.91,7.72,Processing,1002.0
1000,1000,1000,2023-06-01,3,290.63,4.08,Cancelled,1003.0
